id,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,class
1711,3,1,9,2,7,3,2,1,8,2,4,1,1,8,8,1,3,2,2,1,1,1,2
1712,3,1,4,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,1,4,1,2
1713,3,1,1,1,7,3,1,1,11,2,1,4,4,4,6,1,3,2,6,2,5,7,2
1714,3,4,4,2,7,3,2,1,4,2,4,4,1,8,8,1,3,2,2,2,1,1,2
1715,4,1,9,2,7,3,2,1,8,2,4,4,1,8,8,1,3,2,2,2,1,1,2
1716,3,1,4,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,6,1,6,7,2
1717,3,3,9,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,3,1,2
1718,3,3,9,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,3,3,2
1719,4,4,4,2,7,3,2,1,8,2,4,1,4,8,8,1,3,2,2,2,4,1,2
1720,4,4,9,2,7,3,2,1,1,2,4,4,4,8,8,1,3,2,2,1,1,1,2
1721,4,4,1,2,7,3,2,1,2,2,4,1,1,8,8,1,3,2,2,1,4,1,2
1722,4,4,9,2,7,3,2,1,8,2,4,1,4,8,8,1,3,2,2,1,1,1,2
1723,3,1,1,2,7,3,2,1,4,2,4,4,1,8,8,1,3,2,2,2,1,1,2
1724,3,4,1,2,7,3,2,1,2,2,4,4,1,8,8,1,3,2,2,2,4,1,2
1725,1,3,10,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,3,3,2
1726,4,3,9,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,5,1,1
1727,3,4,1,2,7,3,2,1,1,2,4,4,1,8,8,1,3,2,2,1,1,1,2
1728,4,4,1,2,7,3,2,1,1,2,4,1,4,8,8,1,3,2,2,1,4,1,2
1729,3,3,1,1,1,3,1,1,2,1,6,4,2,8,8,1,3,2,6,1,4,1,2
1730,3,4,4,2,7,3,2,1,2,2,4,1,1,8,8,1,3,2,2,2,1,1,2
1731,4,4,9,2,7,3,2,1,1,2,4,1,4,8,8,1,3,2,2,2,1,1,2
1732,3,4,1,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,1,5,5,1
1733,4,4,4,2,7,3,2,1,2,2,4,1,1,8,8,1,3,2,2,1,1,1,2
1734,3,1,9,2,7,3,2,1,8,2,4,1,4,8,8,1,3,2,2,2,4,1,2
1735,4,4,1,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,1,5,1,1
1736,3,1,1,2,7,3,2,1,8,2,4,4,4,8,8,1,3,2,2,2,1,1,2
1737,3,4,1,2,7,3,2,1,8,2,4,1,4,8,8,1,3,2,2,1,1,1,2
1738,3,1,1,1,7,3,1,1,9,2,1,4,4,4,6,1,3,2,6,1,5,7,2
1739,4,4,9,2,7,3,2,1,8,2,4,1,4,8,8,1,3,2,2,1,4,1,2
1740,4,4,9,1,8,3,1,2,8,1,4,4,4,8,8,1,3,2,6,2,5,5,1
1741,3,1,9,2,7,3,2,1,4,2,4,4,1,8,8,1,3,2,2,1,1,1,2
1742,4,1,1,2,7,3,2,1,4,2,4,4,4,8,8,1,3,2,2,2,4,1,2
1743,4,4,4,2,7,3,2,1,8,2,4,1,1,8,8,1,3,2,2,2,4,1,2
1744,3,1,9,2,7,3,2,1,2,2,4,1,1,8,8,1,3,2,2,1,1,1,2
1745,4,3,1,1,2,3,1,1,11,1,6,4,2,8,8,1,3,2,6,2,6,1,2
1746,4,4,9,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,6,2,4,1,1
1747,3,1,9,2,7,3,2,1,8,2,4,4,4,8,8,1,3,2,2,2,1,1,2
1748,4,1,1,2,7,3,1,2,8,1,4,4,4,8,8,1,3,2,6,1,6,5,2
1749,4,3,1,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,6,2,4,5,1
1750,4,4,9,2,7,3,2,1,2,2,4,4,1,8,8,1,3,2,2,2,4,1,2
1751,3,1,4,2,7,3,2,1,1,2,4,1,1,8,8,1,3,2,2,2,4,1,2
1752,4,3,10,1,1,3,1,1,2,1,6,4,2,8,8,1,3,2,6,2,6,4,2
1753,3,1,9,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,2,4,1,2
1754,3,1,9,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,1,1,1,2
1755,4,3,1,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,4,1,1
1756,4,1,1,2,7,3,2,1,4,2,4,1,4,8,8,1,3,2,2,1,4,1,2
1757,4,1,4,2,7,3,2,1,1,2,4,4,4,8,8,1,3,2,2,2,4,1,2
1758,3,1,1,2,7,3,2,1,2,2,4,4,4,8,8,1,3,2,2,1,4,1,2
1759,3,1,1,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,6,2,5,7,2
1760,3,4,4,2,7,3,2,1,1,2,4,1,1,8,8,1,3,2,2,1,4,1,2
1761,3,4,4,2,7,3,2,1,2,2,4,1,4,8,8,1,3,2,2,1,1,1,2
1762,3,1,9,2,7,3,2,1,1,2,4,1,1,8,8,1,3,2,2,1,4,1,2
1763,4,1,4,2,7,3,2,1,4,2,4,4,4,8,8,1,3,2,2,2,4,1,2
1764,3,1,1,1,7,3,1,1,2,2,1,4,4,8,8,1,3,2,6,1,6,7,2
1765,3,4,9,2,7,3,2,1,8,2,4,1,1,8,8,1,3,2,2,2,4,1,2
1766,3,4,9,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,4,5,1
1767,4,4,4,2,7,3,2,1,2,2,4,4,1,8,8,1,3,2,2,2,1,1,2
1768,3,4,1,2,7,3,2,1,1,2,4,4,4,8,8,1,3,2,2,2,4,1,2
1769,3,1,1,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,6,1,5,7,2
1770,3,3,10,1,1,3,1,1,8,1,6,4,2,8,8,1,3,2,6,2,6,1,2
1771,3,4,4,2,7,3,2,1,1,2,4,1,1,8,8,1,3,2,2,1,1,1,2
1772,3,1,1,2,7,3,2,1,4,2,4,1,4,8,8,1,3,2,2,1,1,1,2
1773,3,1,9,2,7,3,2,1,1,2,4,4,4,8,8,1,3,2,2,1,1,1,2
1774,3,3,10,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,1,2
1775,3,1,1,1,7,3,1,1,8,2,1,4,4,4,8,1,3,2,6,1,6,7,2
1776,3,1,9,2,7,3,2,1,8,2,4,4,4,8,8,1,3,2,2,1,1,1,2
1777,3,1,9,2,7,3,2,1,2,2,4,1,4,8,8,1,3,2,2,1,1,1,2
1778,4,4,1,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,4,5,1
1779,4,4,9,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,5,5,1
1780,3,4,1,2,7,3,2,1,8,2,4,4,4,8,8,1,3,2,2,1,1,1,2
1781,3,1,4,2,7,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,5,5,2
1782,4,4,1,2,7,3,2,1,8,2,4,1,1,8,8,1,3,2,2,1,4,1,2
1783,3,4,9,2,7,3,2,1,1,2,4,1,4,8,8,1,3,2,2,1,1,1,2
1784,4,4,9,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,6,1,4,1,1
1785,1,4,10,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,1,2
1786,3,1,1,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,1,1,1,2
1787,4,3,1,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,1,4,5,1
1788,3,4,4,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,1,1,1,2
1789,3,4,4,2,7,3,2,1,1,2,4,4,1,8,8,1,3,2,2,2,4,1,2
1790,3,4,9,2,7,3,2,1,2,2,4,1,4,8,8,1,3,2,2,1,4,1,2
1791,4,4,9,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,5,5,1
1792,4,4,9,2,7,3,2,1,1,2,4,1,1,8,8,1,3,2,2,1,1,1,2
1793,3,1,1,2,7,3,2,1,4,2,4,1,4,8,8,1,3,2,2,2,1,1,2
1794,4,1,1,2,7,3,2,1,8,2,4,4,4,8,8,1,3,2,2,2,4,1,2
1795,3,1,1,2,7,3,2,1,8,2,4,1,1,8,8,1,3,2,2,2,1,1,2
1796,4,3,1,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,5,1,1
1797,3,1,9,2,7,3,2,1,8,2,4,4,1,8,8,1,3,2,2,2,4,1,2
1798,4,4,9,2,7,3,2,1,8,2,4,1,4,8,8,1,3,2,2,2,1,1,2
1799,4,3,9,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,5,5,1
1800,4,4,4,2,7,3,2,1,8,2,4,4,1,8,8,1,3,2,2,1,1,1,2
1801,4,3,1,1,7,3,1,1,11,2,1,4,4,8,4,1,3,2,6,2,5,7,2
1802,3,1,4,2,7,3,2,1,4,2,4,4,1,8,8,1,3,2,2,2,1,1,2
1803,3,1,4,1,7,3,1,1,9,2,1,4,4,8,6,1,3,2,6,1,5,7,2
1804,3,3,1,1,7,3,1,1,8,2,1,4,4,6,8,1,3,2,6,2,5,7,2
1805,4,1,1,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,6,2,6,7,2
1806,4,3,8,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,6,1,5,7,2
1807,4,4,4,2,7,3,2,1,4,2,4,1,4,8,8,1,3,2,2,2,4,1,2
1808,3,1,4,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,6,2,6,7,2
1809,3,3,4,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,6,1,6,7,2
1810,3,1,4,2,7,3,2,1,8,2,4,1,4,8,8,1,3,2,2,2,4,1,2
1811,4,4,1,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,4,1,1
1812,4,1,1,1,7,3,1,1,2,2,1,4,4,4,8,1,3,2,6,1,5,7,2
1813,3,4,1,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,1,5,1,1
1814,3,4,9,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,4,1,2
1815,3,4,9,2,7,3,2,1,4,2,4,4,4,8,8,1,3,2,2,1,1,1,2
1816,3,3,10,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,4,1,2
1817,3,1,4,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,6,1,1
1818,4,4,1,2,7,3,2,1,1,2,4,1,4,8,8,1,3,2,2,2,1,1,2
1819,4,4,9,2,7,3,2,1,8,2,4,1,1,8,8,1,3,2,2,2,4,1,2
1820,3,1,1,1,7,3,1,1,8,2,1,4,4,4,4,1,3,2,6,1,5,7,2
1821,4,4,1,2,7,3,2,1,4,2,4,4,4,8,8,1,3,2,2,1,4,1,2
1822,3,1,1,2,7,3,2,1,4,2,4,4,1,8,8,1,3,2,2,1,4,1,2
1823,3,4,9,1,8,3,1,2,8,1,4,4,4,8,8,1,3,2,6,1,5,5,1
1824,4,1,1,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,6,2,6,7,2
1825,3,3,9,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,3,1,2
1826,4,1,4,2,7,3,2,1,2,2,4,1,4,8,8,1,3,2,2,1,4,1,2
1827,3,3,8,1,7,3,1,1,2,2,1,4,4,8,4,1,3,2,6,2,5,7,2
1828,4,1,9,2,7,3,2,1,2,2,4,4,4,8,8,1,3,2,2,1,4,1,2
1829,3,4,4,2,7,3,2,1,8,2,4,1,4,8,8,1,3,2,2,2,1,1,2
1830,3,3,1,1,7,3,1,1,2,2,1,4,4,8,6,1,3,2,6,1,5,7,2
1831,3,3,4,1,7,3,1,1,11,2,1,4,4,8,4,1,3,2,6,2,6,7,2
1832,3,1,4,1,7,3,1,1,9,2,1,4,4,4,8,1,3,2,6,1,5,7,2
1833,4,4,9,2,7,3,2,1,2,2,4,1,4,8,8,1,3,2,2,2,1,1,2
1834,3,1,4,1,7,3,1,1,9,2,1,4,4,6,8,1,3,2,6,1,5,7,2
1835,3,1,1,1,7,3,1,1,9,2,1,4,4,4,4,1,3,2,6,2,5,7,2
1836,3,1,8,1,7,3,1,1,11,2,1,4,4,4,8,1,3,2,6,2,5,7,2
1837,3,3,1,1,7,3,1,1,11,2,1,4,4,6,4,1,3,2,6,2,6,7,2
1838,4,1,9,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,2,4,1,2
1839,3,3,1,1,7,3,1,1,8,2,1,4,4,6,8,1,3,2,6,1,6,7,2
1840,3,4,4,2,7,3,2,1,2,2,4,4,1,8,8,1,3,2,2,1,4,1,2
1841,3,1,4,2,7,3,2,1,4,2,4,1,4,8,8,1,3,2,2,1,1,1,2
1842,4,1,9,2,7,3,2,1,8,2,4,4,4,8,8,1,3,2,2,2,1,1,2
1843,3,3,4,1,7,3,1,1,8,2,1,4,4,8,6,1,3,2,6,1,5,7,2
1844,4,3,1,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,6,2,4,5,1
1845,3,3,8,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,6,1,5,7,2
1846,4,1,9,2,7,3,2,1,8,2,4,4,1,8,8,1,3,2,2,1,4,1,2
1847,4,4,4,2,7,3,2,1,4,2,4,1,4,8,8,1,3,2,2,2,1,1,2
1848,3,3,4,1,7,3,1,1,11,2,1,4,4,4,6,1,3,2,6,2,5,7,2
1849,4,1,4,1,7,3,1,1,8,2,1,4,4,6,8,1,3,2,6,1,5,7,2
1850,3,1,1,1,7,3,1,1,11,2,1,4,4,4,8,1,3,2,6,1,5,7,2
1851,4,1,8,1,7,3,1,1,2,2,1,4,4,8,6,1,3,2,6,1,5,7,2
1852,3,4,9,2,7,3,2,1,4,2,4,1,4,8,8,1,3,2,2,2,1,1,2
1853,3,1,8,1,7,3,1,1,11,2,1,4,4,8,4,1,3,2,6,2,5,7,2
1854,3,1,1,1,7,3,1,1,8,2,1,4,4,8,6,1,3,2,6,1,5,7,2
1855,3,1,4,1,7,3,1,1,9,2,1,4,4,8,8,1,3,2,6,1,6,7,2
1856,3,1,1,1,7,3,1,1,2,2,1,4,4,6,8,1,3,2,6,2,6,7,2
1857,3,1,10,1,1,3,2,2,11,2,1,4,4,8,8,1,3,2,6,2,5,7,2
1858,3,1,8,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,6,2,5,7,2
1859,4,4,9,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,6,2,5,1,1
1860,3,4,9,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,1,4,1,2
1861,3,1,8,1,7,3,1,1,9,2,1,4,4,4,4,1,3,2,6,2,6,7,2
1862,3,3,1,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,6,1,5,7,2
1863,3,1,9,2,7,3,2,1,4,2,4,1,4,8,8,1,3,2,2,1,1,1,2
1864,3,1,4,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,6,2,6,7,2
1865,3,4,4,2,7,3,2,1,2,2,4,4,4,8,8,1,3,2,2,2,4,1,2
1866,3,3,8,1,7,3,1,1,11,2,1,4,4,6,4,1,3,2,6,2,6,7,2
1867,3,3,1,1,7,3,1,1,9,2,1,4,4,6,8,1,3,2,6,2,5,7,2
1868,3,4,9,2,7,3,2,1,8,2,4,1,4,8,8,1,3,2,2,1,1,1,2
1869,3,4,1,2,7,3,2,1,2,2,4,4,1,8,8,1,3,2,2,1,1,1,2
1870,3,4,9,2,7,3,2,1,2,2,4,4,4,8,8,1,3,2,2,1,4,1,2
1871,3,4,1,2,7,3,2,1,2,2,4,4,1,8,8,1,3,2,2,1,4,1,2
1872,4,1,8,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,6,2,6,7,2
1873,4,1,9,2,7,3,2,1,2,2,4,4,1,8,8,1,3,2,2,1,1,1,2
1874,4,1,4,2,7,3,2,1,1,2,4,4,4,8,8,1,3,2,2,1,1,1,2
1875,3,3,8,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,6,2,5,7,2
1876,3,1,8,1,7,3,1,1,8,2,1,4,4,6,8,1,3,2,6,2,6,7,2
1877,3,3,4,1,7,3,1,1,9,2,1,4,4,8,8,1,3,2,6,2,5,7,2
1878,3,1,8,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,6,1,6,7,2
1879,4,4,1,2,7,3,2,1,4,2,4,4,4,8,8,1,3,2,2,2,4,1,2
1880,3,4,9,2,7,3,2,1,2,2,4,4,4,8,8,1,3,2,2,1,1,1,2
1881,3,4,9,2,7,3,2,1,4,2,4,4,1,8,8,1,3,2,2,1,1,1,2
1882,3,1,9,2,7,3,2,1,1,2,4,4,4,8,8,1,3,2,2,2,1,1,2
1883,3,1,8,1,7,3,1,1,9,2,1,4,4,4,6,1,3,2,6,2,5,7,2
1884,3,1,1,1,7,3,1,1,9,2,1,4,4,4,4,1,3,2,6,2,6,7,2
1885,4,1,1,1,7,3,1,1,11,2,1,4,4,4,6,1,3,2,6,1,5,7,2
1886,4,1,9,1,2,3,2,2,8,2,1,4,4,8,8,1,3,2,6,2,5,7,2
1887,4,1,9,2,7,3,2,1,1,2,4,1,1,8,8,1,3,2,2,1,1,1,2
1888,4,3,9,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,1,4,1,1
1889,4,1,4,1,7,3,1,1,2,2,1,4,4,4,4,1,3,2,6,1,5,7,2
1890,3,1,1,1,7,3,1,1,11,2,1,4,4,8,4,1,3,2,6,2,5,7,2
1891,3,4,9,2,7,3,2,1,1,2,4,1,1,8,8,1,3,2,2,2,1,1,2
1892,3,1,9,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,2,1,1,2
1893,3,4,1,2,7,3,2,1,4,2,4,4,4,8,8,1,3,2,2,2,1,1,2
1894,3,1,1,2,7,3,2,1,2,2,4,4,4,8,8,1,3,2,2,2,1,1,2
1895,3,4,4,2,7,3,2,1,4,2,4,4,4,8,8,1,3,2,2,2,1,1,2
1896,3,3,1,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,6,2,5,7,2
1897,3,1,1,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,6,2,6,7,2
1898,4,4,4,2,7,3,2,1,1,2,4,1,1,8,8,1,3,2,2,2,4,1,2
1899,4,4,1,2,7,3,2,1,2,2,4,1,1,8,8,1,3,2,2,1,1,1,2
1900,3,4,4,2,7,3,2,1,8,2,4,1,4,8,8,1,3,2,2,2,4,1,2
1901,4,1,4,1,7,3,1,1,2,2,1,4,4,6,8,1,3,2,6,1,6,7,2
1902,3,4,9,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,2,1,1,2
1903,4,1,1,2,7,3,2,1,1,2,4,4,1,8,8,1,3,2,2,2,1,1,2
1904,4,4,9,2,7,3,2,1,4,2,4,1,4,8,8,1,3,2,2,1,4,1,2
1905,3,1,4,2,7,3,2,1,1,2,4,4,4,8,8,1,3,2,2,2,4,1,2
1906,4,1,1,2,7,3,2,1,1,2,4,4,4,8,8,1,3,2,2,2,1,1,2
1907,4,1,1,2,7,3,2,1,8,2,4,1,1,8,8,1,3,2,2,1,1,1,2
1908,3,1,1,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,6,2,5,7,2
1909,4,4,4,2,7,3,2,1,4,2,4,4,1,8,8,1,3,2,2,1,1,1,2
1910,4,4,9,2,7,3,2,1,2,2,4,1,1,8,8,1,3,2,2,2,4,1,2
1911,3,3,8,1,7,3,1,1,8,2,1,4,4,4,8,1,3,2,6,1,5,7,2
1912,3,3,4,1,7,3,1,1,9,2,1,4,4,4,4,1,3,2,6,1,5,7,2
1913,3,3,8,1,7,3,1,1,2,2,1,4,4,4,6,1,3,2,6,1,5,7,2
1914,3,1,4,2,7,3,2,1,4,2,4,4,4,8,8,1,3,2,2,1,4,1,2
1915,4,1,4,2,7,3,2,1,8,2,4,1,4,8,8,1,3,2,2,2,1,1,2
1916,4,3,10,1,2,3,1,1,8,1,6,4,2,8,8,1,3,2,6,2,6,1,2
1917,4,3,9,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,6,1,5,5,1
1918,4,4,1,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,1,1,1,2
1919,4,1,1,2,7,3,2,1,1,2,4,4,1,8,8,1,3,2,2,1,4,1,2
1920,4,1,1,1,7,3,1,1,8,2,1,4,4,4,8,1,3,2,6,1,5,7,2
1921,3,1,8,1,7,3,1,1,9,2,1,4,4,4,8,1,3,2,6,1,6,7,2
1922,4,1,4,2,7,3,2,1,8,2,4,4,4,8,8,1,3,2,2,2,1,1,2
1923,3,1,1,2,7,3,2,1,2,2,4,1,4,8,8,1,3,2,2,1,4,1,2
1924,3,1,4,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,2,4,1,2
1925,3,3,8,1,7,3,1,1,11,2,1,4,4,4,8,1,3,2,6,2,5,7,2
1926,4,1,1,1,7,3,1,1,11,2,1,4,4,4,8,1,3,2,6,1,5,7,2
1927,3,1,1,2,7,3,2,1,8,2,4,4,1,8,8,1,3,2,2,1,4,1,2
1928,3,1,1,2,7,3,2,1,8,2,4,4,1,8,8,1,3,2,2,1,1,1,2
1929,4,4,9,2,7,3,2,1,4,2,4,4,1,8,8,1,3,2,2,1,4,1,2
1930,4,4,4,2,7,3,2,1,8,2,4,4,4,8,8,1,3,2,2,1,4,1,2
1931,4,3,9,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,6,1,4,5,1
1932,1,4,9,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,1,2
1933,3,1,1,1,7,3,1,1,11,2,1,4,4,4,8,1,3,2,6,2,5,7,2
1934,4,1,4,2,7,3,2,1,1,2,4,1,1,8,8,1,3,2,2,1,1,1,2
1935,3,1,1,2,7,3,2,1,1,2,4,1,4,8,8,1,3,2,2,2,4,1,2
1936,3,4,1,2,7,3,2,1,1,2,4,4,1,8,8,1,3,2,2,2,4,1,2
1937,4,4,9,1,2,3,2,2,2,2,1,4,4,8,8,1,3,2,6,7,5,7,2
1938,3,1,9,2,7,3,2,1,4,2,4,4,4,8,8,1,3,2,2,2,1,1,2
1939,3,4,9,2,7,3,2,1,4,2,4,1,4,8,8,1,3,2,2,1,1,1,2
1940,3,4,4,2,7,3,2,1,1,2,4,1,4,8,8,1,3,2,2,1,4,1,2
1941,3,3,8,1,7,3,1,1,8,2,1,4,4,8,6,1,3,2,6,1,5,7,2
1942,4,1,1,1,7,3,1,1,2,2,1,4,4,4,6,1,3,2,6,1,5,7,2
1943,3,1,1,1,7,3,1,1,2,2,1,4,4,8,8,1,3,2,6,1,5,7,2
1944,4,1,9,2,7,3,2,1,1,2,4,4,4,8,8,1,3,2,2,1,4,1,2
1945,4,4,1,2,7,3,2,1,2,2,4,1,4,8,8,1,3,2,2,2,4,1,2
1946,4,4,9,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,6,2,5,5,1
1947,4,1,1,2,7,3,2,1,8,2,4,1,1,8,8,1,3,2,2,2,4,1,2
1948,3,3,4,1,7,3,1,1,11,2,1,4,4,4,4,1,3,2,6,2,6,7,2
1949,3,3,4,1,7,3,1,1,2,2,1,4,4,4,4,1,3,2,6,2,5,7,2
1950,3,1,4,2,7,3,2,1,8,2,4,4,4,8,8,1,3,2,2,2,1,1,2
1951,3,1,4,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,6,2,5,7,2
1952,3,3,8,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,6,2,5,7,2
1953,3,1,4,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,6,1,6,7,2
1954,3,1,4,1,7,3,1,1,9,2,1,4,4,6,8,1,3,2,6,2,5,7,2
1955,3,1,1,1,7,3,1,1,8,2,1,4,4,6,4,1,3,2,6,1,5,7,2
1956,3,4,9,1,8,3,1,2,8,1,4,4,4,8,8,1,3,2,6,1,5,1,1
1957,3,1,1,2,7,3,2,1,1,2,4,4,4,8,8,1,3,2,2,1,4,1,2
1958,3,3,1,1,7,3,1,1,11,2,1,4,4,6,6,1,3,2,6,2,5,7,2
1959,3,1,4,1,7,3,1,1,8,2,1,4,4,8,4,1,3,2,6,2,6,7,2
1960,4,3,1,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,6,2,4,1,1
1961,3,1,4,1,7,3,1,1,9,2,1,4,4,8,4,1,3,2,6,1,6,7,2
1962,3,1,4,2,7,3,2,1,4,2,4,4,1,8,8,1,3,2,2,1,4,1,2
1963,3,1,8,1,7,3,1,1,9,2,1,4,4,4,4,1,3,2,6,1,5,7,2
1964,4,1,1,2,7,3,2,1,1,2,4,1,4,8,8,1,3,2,2,2,4,1,2
1965,4,4,9,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,2,1,1,2
1966,4,4,1,2,7,3,2,1,8,2,4,4,4,8,8,1,3,2,2,1,4,1,2
1967,3,3,8,1,7,3,1,1,11,2,1,4,4,8,4,1,3,2,6,2,5,7,2
1968,4,4,1,2,7,3,2,1,1,2,4,1,1,8,8,1,3,2,2,1,4,1,2
1969,4,1,1,1,7,3,1,1,2,2,1,4,4,6,6,1,3,2,6,2,5,7,2
1970,4,4,9,2,7,3,2,1,4,2,4,4,4,8,8,1,3,2,2,1,4,1,2
1971,3,1,1,2,7,3,2,1,1,2,4,1,1,8,8,1,3,2,2,1,1,1,2
1972,4,1,1,2,7,3,2,1,4,2,4,4,1,8,8,1,3,2,2,2,4,1,2
1973,3,4,1,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,6,1,5,5,1
1974,3,1,1,1,7,3,1,1,8,2,1,4,4,8,8,1,3,2,6,1,6,7,2
1975,4,4,1,2,7,3,2,1,1,2,4,1,4,8,8,1,3,2,2,2,4,1,2
1976,4,3,9,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,4,1,1
1977,3,1,1,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,6,2,5,7,2
1978,3,1,4,1,7,3,1,1,9,2,1,4,4,8,6,1,3,2,6,2,6,7,2
1979,4,1,1,2,7,3,2,1,8,2,4,1,1,8,8,1,3,2,2,2,1,1,2
1980,3,1,8,1,7,3,1,1,8,2,1,4,4,4,4,1,3,2,6,1,5,7,2
1981,4,1,9,2,7,3,2,1,8,2,4,4,4,8,8,1,3,2,2,2,4,1,2
1982,3,1,9,2,7,3,2,1,4,2,4,1,1,8,8,1,3,2,2,1,4,1,2
1983,3,3,9,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,3,3,2
1984,3,4,9,2,7,3,2,1,8,2,4,1,4,8,8,1,3,2,2,2,4,1,2
1985,3,3,4,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,6,2,5,7,2
1986,3,1,4,1,7,3,1,1,2,2,1,4,4,4,8,1,3,2,6,1,6,7,2
1987,3,4,4,2,7,3,2,1,2,2,4,1,4,8,8,1,3,2,2,2,1,1,2
1988,4,3,9,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,4,5,1
1989,3,1,8,1,7,3,1,1,11,2,1,4,4,8,6,1,3,2,6,2,5,7,2
1990,4,4,1,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,1,4,5,1
1991,4,3,1,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,6,2,5,1,1
1992,3,1,4,1,7,3,1,1,8,2,1,4,4,6,6,1,3,2,6,2,5,7,2
1993,4,4,1,2,7,3,2,1,4,2,4,4,1,8,8,1,3,2,2,2,1,1,2
1994,3,1,4,1,7,3,1,1,8,2,1,4,4,4,8,1,3,2,6,2,6,7,2
